Biology 1: Principles and Themes,1020,B38,20,0,0,18,0,BIOL
Biology 1: Principles and Themes,1020,B39,22,0,0,21,0,BIOL
Biology 1: Principles and Themes,1020,B40,24,0,0,22,0,BIOL
Biology 1: Principles and Themes,1020,B41,32,0,0,28,0,BIOL
Biology 1: Principles and Themes,1020,B42,30,0,0,25,0,BIOL
Biology 1: Principles and Themes,1020,B55,20,0,0,16,0,BIOL
Biology 1: Principles and Themes,1020,B56,20,0,0,16,0,BIOL
Biology 1: Principles and Themes,1020,B57,22,0,0,17,0,BIOL
Biology 1: Principles and Themes,1020,B58,24,0,0,11,0,BIOL
Biology 1: Principles and Themes,1020,B59,32,0,0,10,0,BIOL
Biology 1: Principles and Themes,1020,B60,30,0,0,12,0,BIOL
Biology 1: Principles and Themes,1020,B43,20,0,0,19,0,BIOL
Biology 1: Principles and Themes,1020,B44,20,0,0,17,0,BIOL
Biology 1: Principles and Themes,1020,B45,22,0,0,15,0,BIOL
Biology 1: Principles and Themes,1020,B46,24,0,0,2,0,BIOL
Biology 1: Principles and Themes,1020,B47,32,0,0,6,0,BIOL
Biology 1: Principles and Themes,1020,B48,30,0,0,6,0,BIOL
Biology 1: Principles and Themes,1020,B49,20,0,0,20,0,BIOL
Biology 1: Principles and Themes,1020,B50,20,0,0,18,0,BIOL
Biology 1: Principles and Themes,1020,B51,22,0,0,20,0,BIOL
Biology 1: Principles and Themes,1020,B52,24,0,0,22,0,BIOL
Biology 1: Principles and Themes,1020,B53,32,0,0,30,0,BIOL
Biology 1: Principles and Themes,1020,B54,30,0,0,26,0,BIOL
Biology 1: Principles and Themes,1020,G07,24,0,0,12,3,BIOL
Biologie I : Thèmes et principes,1021,A01,70,0,0,50,3,BIOL
Biologie I: Thèmes et principes,1021,B01,22,0,0,18,0,BIOL
Biologie I: Thèmes et principes,1021,B02,22,0,0,16,0,BIOL
Biologie I: Thèmes et principes,1021,B03,22,0,0,15,0,BIOL
Biologie I: Thèmes et Principes,1021,B99,22,0,0,1,0,BIOL
Economic Plants,1300,A01,169,999,0,157,3,BIOL
Anatomy of the Human Body,1410,A07,20,999,0,18,3,BIOL
Anatomy of the Human Body,1410,A01,234,3996,0,214,3,BIOL
Anatomy of the Human Body,1410,A06,234,1998,0,190,3,BIOL
Anatomy of the Human Body,1410,A05,234,3996,0,214,3,BIOL
Anatomy of the Human Body,1410,A02,217,2997,0,189,3,BIOL
Anatomy of the Human Body,1410,A04,232,1998,0,201,3,BIOL
Anatomy of the Human Body,1410,A03,229,999,0,191,3,BIOL
Anatomy of the Human Body,1410,B01,40,0,0,31,0,BIOL
Anatomy of the Human Body,1410,B02,40,0,0,33,0,BIOL
Anatomy of the Human Body,1410,B03,40,0,0,39,0,BIOL
Anatomy of the Human Body,1410,B04,40,0,0,37,0,BIOL
Anatomy of the Human Body,1410,B05,40,0,0,38,0,BIOL
Anatomy of the Human Body,1410,B06,40,0,0,35,0,BIOL
Anatomy of the Human Body,1410,B07,40,0,0,35,0,BIOL
Anatomy of the Human Body,1410,B08,40,0,0,34,0,BIOL
Anatomy of the Human Body,1410,B33,40,0,0,35,0,BIOL
Anatomy of the Human Body,1410,B34,40,0,0,32,0,BIOL
Anatomy of the Human Body,1410,B09,40,0,0,31,0,BIOL
Anatomy of the Human Body,1410,B10,40,0,0,36,0,BIOL
Anatomy of the Human Body,1410,B11,40,0,0,40,0,BIOL
Anatomy of the Human Body,1410,B12,40,0,0,33,0,BIOL
Anatomy of the Human Body,1410,B13,40,0,0,30,0,BIOL
Anatomy of the Human Body,1410,B14,40,0,0,38,0,BIOL
Anatomy of the Human Body,1410,B15,40,0,0,37,0,BIOL
Anatomy of the Human Body,1410,B16,40,0,0,32,0,BIOL
Anatomy of the Human Body,1410,B17,40,0,0,34,0,BIOL
Anatomy of the Human Body,1410,B18,40,0,0,34,0,BIOL
Anatomy of the Human Body,1410,B19,40,0,0,33,0,BIOL
Anatomy of the Human Body,1410,B20,40,0,0,32,0,BIOL
Anatomy of the Human Body,1410,B21,40,0,0,34,0,BIOL
Anatomy of the Human Body,1410,B22,40,0,0,37,0,BIOL
Anatomy of the Human Body,1410,B23,40,0,0,34,0,BIOL
Anatomy of the Human Body,1410,B24,40,0,0,32,0,BIOL
Anatomy of the Human Body,1410,B35,40,0,0,36,0,BIOL
Anatomy of the Human Body,1410,B25,40,0,0,32,0,BIOL
Anatomy of the Human Body,1410,B26,40,0,0,39,0,BIOL
Anatomy of the Human Body,1410,B27,40,0,0,36,0,BIOL
Anatomy of the Human Body,1410,B28,40,0,0,35,0,BIOL
Anatomy of the Human Body,1410,B29,40,0,0,34,0,BIOL
Anatomy of the Human Body,1410,B30,40,0,0,35,0,BIOL
Anatomy of the Human Body,1410,B31,40,0,0,36,0,BIOL
Anatomy of the Human Body,1410,B32,40,0,0,38,0,BIOL
Anatomie du corps humain,1411,A01,36,0,0,29,3,BIOL
Anatomie du corps humain,1411,B03,18,0,0,14,0,BIOL
Anatomie du corps humain,1411,B04,18,0,0,14,0,BIOL
The Invertebrates,2200,A01,108,1998,0,100,3,BIOL
The Invertebrates,2200,B01,36,0,0,34,0,BIOL
The Invertebrates,2200,B02,36,0,0,31,0,BIOL
The Invertebrates,2200,B03,36,0,0,35,0,BIOL
Les invertébrés,2201,A01,16,0,0,16,3,BIOL
L'évolution et la structure morphologique des chordés,2231,A01,16,0,0,10,3,BIOL
The Flowering Plants,2242,A01,120,2997,0,110,3,BIOL
The Flowering Plants,2242,B01,40,0,0,37,0,BIOL
The Flowering Plants,2242,B02,40,0,0,38,0,BIOL
The Flowering Plants,2242,B03,40,0,0,35,0,BIOL
Biology of Fungi and Lichens,2260,A01,199,2997,0,188,3,BIOL
Biology of Fungi and Lichens,2260,A02,51,999,0,47,3,BIOL
Biology of Fungi and Lichens,2260,B01,50,0,0,49,0,BIOL
Biology of Fungi and Lichens,2260,B02,50,0,0,49,0,BIOL
Biology of Fungi and Lichens,2260,B03,50,0,0,46,0,BIOL
Biology of Fungi and Lichens,2260,B04,50,0,0,45,0,BIOL
Biology of Fungi and Lichens,2260,B05,50,0,0,46,0,BIOL
Introductory Ecology,2390,A01,158,999,0,131,3,BIOL
Human Physiology 1,2410,A01,238,999,0,158,3,BIOL
Human Physiology 1,2410,D01,225,999,0,207,3,BIOL
Physiologie du corps humain 1,2411,A01,20,0,0,8,3,BIOL
Genetics 1,2500,A01,250,1998,0,245,3,BIOL
Genetics 1,2500,B01,125,0,0,122,0,BIOL
Genetics 1,2500,B02,125,0,0,123,0,BIOL
Génétique I,2501,A01,24,0,0,17,3,BIOL
Cell Biology,2520,A01,250,1998,0,235,3,BIOL
Biologie cellulaire,2521,A01,25,0,0,0,3,BIOL
Skills in Biological Sciences,3100,A01,20,999,0,17,3,BIOL
Vascular Flora of Manitoba,3242,A01,28,999,0,21,3,BIOL
Introductory Parasitology,3270,A01,20,999,0,18,3,BIOL
Medicinal and Hallucinogenic Plants,3290,A01,250,999,0,233,3,BIOL
Plantes médicinales et hallucinogènes,3291,A01,24,0,0,17,3,BIOL
Evolutionary Biology,3300,A01,43,999,0,41,3,BIOL
Foundations of Population Ecology,3310,A01,30,999,0,22,3,BIOL
Community Ecology,3312,B01,21,0,0,20,0,BIOL
Community Ecology,3312,B02,22,0,0,19,0,BIOL
Community Ecology,3312,K01,43,2997,0,39,3,BIOL
Methods of Data Collection and Analysis in Ecology,3350,A01,25,0,0,16,3,BIOL
Animal Behaviour,3360,A01,40,0,0,35,3,BIOL
Animal Behaviour,3360,B01,20,999,0,17,0,BIOL
Animal Behaviour,3360,B02,20,999,0,18,0,BIOL
Limnology,3370,A01,30,0,0,30,3,BIOL
Limnology,3370,B01,15,999,0,15,0,BIOL
Limnology,3370,B02,15,999,0,15,0,BIOL
Plant Physiology,3400,A01,30,0,0,21,3,BIOL
Plant Physiology,3400,B01,15,0,0,14,0,BIOL
Plant Physiology,3400,B02,15,0,0,7,0,BIOL
Environmental Physiology of Animals 1,3470,A01,56,0,0,40,3,BIOL
Environmental Physiology of Animals 1,3470,B02,28,999,0,20,0,BIOL
Environmental Physiology of Animals 1,3470,B01,28,999,0,20,0,BIOL
Genetics 2,3500,A01,32,999,0,24,3,BIOL
Work Term 1,3980,K01,10,0,0,0,0,BIOL
Work Term 2,3990,K01,10,0,0,4,0,BIOL
Honours Thesis (Part A),4100,A01,18,0,0,12,3,BIOL
Biology of Birds,4216,K01,20,999,0,18,3,BIOL
Biology of Mammals,4218,K01,18,999,0,16,3,BIOL
Marine Biodiversity,4220,A01,28,999,0,26,3,BIOL
Evolution and Adaptation,4300,A01,20,999,0,19,3,BIOL
Analysis of Biological Communities,4312,A01,15,0,0,15,3,BIOL
Comparative Endocrinology,4480,A01,25,999,0,24,3,BIOL
Genes and Development,4542,A01,43,999,0,40,3,BIOL
Molecular Biology Techniques for Eukaryotes - DNA,4554,A01,15,0,0,10,3,BIOL
Molecular Biology Techniques for Eukaryotes - RNA,4556,A01,12,0,0,8,3,BIOL
Advanced Plant Molecular Biology 1,4890,T50,2,0,0,1,3,BIOL
Fungal Genetics and Cell Biology,4890,T04,8,999,0,7,3,BIOL
Identification and Tissue Distribution of Ammonia Transporters in Crabs,4890,T67,1,0,0,1,3,BIOL
Molecular Genetics of Sensory Perception,4890,T68,1,0,0,1,3,BIOL
Work Term 3,4980,K01,10,0,0,1,0,BIOL
Work Term 4,4990,K01,10,0,0,0,0,BIOL
Core Skills in Biological Sciences Research,7100,A01,24,0,0,25,3,BIOL
Methods for Analysing Biological Data,7540,A01,22,0,0,17,3,BIOL
Molecular Biology of Eukaryotes (DNA),7554,A01,7,0,0,3,3,BIOL
Molecular Biology of Eukaryotes (RNA),7556,A01,4,0,0,0,3,BIOL
Analysis of Ecological Data,7600,T06,4,0,0,4,3,BIOL
Advanced Plant Molecular Biology 3,7600,T11,6,0,0,4,3,BIOL
Special Topics in Molecular Virology and Bioinformatics 1,7600,T04,1,0,0,1,3,BIOL
Plant Stress Physiology,7600,T30,2,0,0,2,3,BIOL
Principles of Neural Science,7600,T32,3,0,0,1,3,BIOL
Research Project in Biotechnology (Part A),4000,A01,4,0,0,0,3,BTEC
University 1 Chemistry: Structure and Modelling in Chemistry,1300,A03,221,0,0,190,3,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,A01,199,0,0,167,3,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,A06,199,0,0,138,3,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,A04,199,0,0,159,3,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,A02,199,0,0,150,3,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,A05,199,0,0,166,3,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,A07,199,0,0,124,3,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,B01,144,0,0,112,0,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,B02,240,0,0,183,0,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,B03,240,0,0,163,0,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,B04,240,0,0,200,0,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,B05,240,0,0,189,0,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,B06,240,0,0,195,0,CHEM
University 1 Chemistry: Structure and Modelling in Chemistry,1300,B99,72,0,0,52,0,CHEM
Université I Chimie : La structure et la modélisation chimique,1301,A01,64,0,0,60,3,CHEM
Université I Chimie : La structure et la modélisation chimique,1301,B01,30,0,0,29,0,CHEM
Université I Chimie : La structure et la modélisation chimique,1301,B02,30,0,0,29,0,CHEM
Université I Chimie : La structure et la modélisation chimique,1301,B99,10,0,0,2,0,CHEM
University 1 Chemistry: An Introduction to Physical Chemistry,1310,A01,221,0,0,208,3,CHEM
University 1 Chemistry: An Introduction to Physical Chemistry,1310,B01,96,0,0,87,0,CHEM
University 1 Chemistry: An Introduction to Physical Chemistry,1310,B02,96,0,0,88,0,CHEM
University 1 Chemistry: An Introduction to Physical Chemistry,1310,B99,46,0,0,32,0,CHEM
Introductory Organic Chemistry 1: Structure and Function,2210,A01,238,0,0,174,3,CHEM
Introductory Organic Chemistry 1: Structure and Function,2210,A02,198,0,0,188,3,CHEM
Introductory Organic Chemistry 1: Structure and Function,2210,B01,60,0,0,49,0,CHEM
Introductory Organic Chemistry 1: Structure and Function,2210,B02,60,0,0,54,0,CHEM
Introductory Organic Chemistry 1: Structure and Function,2210,B03,60,0,0,42,0,CHEM
Introductory Organic Chemistry 1: Structure and Function,2210,B04,60,0,0,59,0,CHEM
Introductory Organic Chemistry 1: Structure and Function,2210,B05,60,0,0,55,0,CHEM
Introductory Organic Chemistry 1: Structure and Function,2210,B06,60,0,0,53,0,CHEM
Introductory Organic Chemistry 1: Structure and Function,2210,B07,60,0,0,37,0,CHEM
Introductory Organic Chemistry 1: Structure and Function,2210,B99,50,0,0,12,0,CHEM
Introduction à la chimie organique I : Structure et fonction,2211,A01,20,0,0,19,3,CHEM
Introduction à la chimie organique I : Structure et fonction,2211,B01,20,0,0,19,0,CHEM
Introduction to Spectroscopy,2260,A01,68,0,0,53,3,CHEM
Introduction to Spectroscopy,2260,B01,25,0,0,15,0,CHEM
Introduction to Spectroscopy,2260,B02,25,0,0,21,0,CHEM
Introduction to Spectroscopy,2260,B03,25,0,0,16,0,CHEM
Introduction to Spectroscopy,2260,B99,6,0,0,1,0,CHEM
Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy,2360,A01,175,0,0,148,3,CHEM
Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy,2360,A02,141,0,0,134,3,CHEM
Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy,2360,B07,16,0,0,15,0,CHEM
Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy,2360,B05,40,0,0,31,0,CHEM
Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy,2360,B01,55,0,0,52,0,CHEM
Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy,2360,B02,58,0,0,49,0,CHEM
Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy,2360,B03,55,0,0,50,0,CHEM
Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy,2360,B04,55,0,0,49,0,CHEM
Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy,2360,B06,34,0,0,30,0,CHEM
Biochemistry 1: Biomolecules and an Introduction to Metabolic Energy,2360,B99,14,0,0,5,0,CHEM
Biochimie I : Les molécules biochimiques et une introduction à l'énergie métabolique,2361,A01,20,0,0,13,3,CHEM
Introductory Analytical Chemistry,2470,A01,111,0,0,75,3,CHEM
Introductory Analytical Chemistry,2470,B01,36,0,0,28,0,CHEM
Introductory Analytical Chemistry,2470,B02,36,0,0,16,0,CHEM
Introductory Analytical Chemistry,2470,B03,36,0,0,28,0,CHEM
Introductory Analytical Chemistry,2470,B99,4,0,0,3,0,CHEM
Introduction à la chimie analytique,2471,A01,20,0,0,10,3,CHEM
Elements of Biochemistry 1,2770,A01,143,0,0,128,3,CHEM
Elements of Biochemistry 1,2770,B01,56,0,0,56,0,CHEM
Elements of Biochemistry 1,2770,B02,35,0,0,32,0,CHEM
Elements of Biochemistry 1,2770,B03,40,0,0,39,0,CHEM
Elements of Biochemistry 1,2770,B99,12,0,0,1,0,CHEM
Elementary Quantum Chemistry and Molecular Bonding,3360,A01,8,0,0,3,3,CHEM
Elementary Quantum Chemistry and Molecular Bonding,3360,B01,10,0,0,3,0,CHEM
Elementary Quantum Chemistry and Molecular Bonding,3360,B99,2,0,0,0,0,CHEM
Structural Transformations in Organic Chemistry,3390,A01,18,0,0,13,3,CHEM
Structural Transformations in Organic Chemistry,3390,B01,15,0,0,13,0,CHEM
Structural Transformations in Organic Chemistry,3390,B99,3,0,0,0,0,CHEM
Inorganic Chemistry: Reactivity and Properties,3400,A01,30,0,0,23,3,CHEM
Inorganic Chemistry: Reactivity and Properties,3400,B01,30,0,0,22,0,CHEM
Inorganic Chemistry: Reactivity and Properties,3400,B99,4,0,0,1,0,CHEM
Biophysical Chemistry,3570,A01,50,999,0,41,3,CHEM
Instrumental Analysis,3590,A01,40,0,0,34,3,CHEM
Instrumental Analysis,3590,B01,11,999,0,11,0,CHEM
Instrumental Analysis,3590,B02,10,999,0,9,0,CHEM
Instrumental Analysis,3590,B03,10,999,0,7,0,CHEM
Instrumental Analysis,3590,B04,9,999,0,7,0,CHEM
Materials Chemistry,4100,A01,12,0,0,6,3,CHEM
Signalling and Regulation of Gene Expression,4360,A01,57,999,0,48,3,CHEM
Signalisation et régulation de l'expression génétique,4361,A01,15,0,0,8,3,CHEM
Advanced Chemical Techniques (Part A),4610,A01,20,0,0,9,3,CHEM
Drug Design and Drug Discovery,4670,A01,32,0,0,24,3,CHEM
Organometallic Chemistry,4680,A01,10,0,0,8,3,CHEM
Research Project in Chemistry or Biochemistry (Part A),4710,A01,18,0,0,17,3,CHEM
Projet de recherche en chimie ou biochimie (Partie A),4711,A01,5,0,0,2,3,CHEM
Advances in Drug Design,7450,T04,6,0,0,3,3,CHEM
Flash Photolysis - Theory and Instrument Design,7450,T03,1,0,0,1,3,CHEM
Organic Spectroscopy,7450,T12,10,0,0,4,3,CHEM
Density Matrix Theory for NMR Spectroscopy,7520,T03,5,0,0,2,3,CHEM
Organometallic Chemistry,7560,A01,7,0,0,0,3,CHEM
Materials Chemistry,7600,T02,5,0,0,2,3,CHEM
Electronic Structure Theory,7800,T05,5,0,0,3,3,CHEM
Seminar in Current Research Issues in Chemistry,7900,A01,24,0,0,21,3,CHEM
Solid Mechanics 1,2800,A01,80,999,0,60,4,CIVL
Graphics for Civil Engineers,2830,A01,40,999,0,36,2,CIVL
Graphics for Civil Engineers,2830,A02,40,999,0,29,2,CIVL
Civil Engineering Geomatics,2840,A01,80,0,0,69,3,CIVL
Civil Engineering Geomatics,2840,B01,40,999,0,31,0,CIVL
Civil Engineering Geomatics,2840,B02,39,999,0,38,0,CIVL
Environmental Engineering Analysis,3690,A01,80,0,0,68,4,CIVL
Environmental Engineering Analysis,3690,B01,39,999,0,37,0,CIVL
Environmental Engineering Analysis,3690,B02,39,999,0,31,0,CIVL
Finite Element Analysis,3710,A01,46,999,0,29,4,CIVL
Geotechnical Materials and Analysis,3730,A01,90,999,0,87,4,CIVL
Hydrology,3750,A01,95,999,0,74,4,CIVL
Structural Analysis,3760,A01,81,999,0,80,4,CIVL
Transportation Engineering 1,3790,A01,90,999,0,77,4,CIVL
Properties and Design of Concrete Mixtures,4022,A01,50,50,0,46,4,CIVL
Geotechnical Design,4220,A01,81,999,0,75,4,CIVL
Groundwater Hydrology,4250,A01,46,999,0,19,4,CIVL
Civil Engineering Thesis Project,4332,A01,10,0,0,2,4,CIVL
Infrastructure Engineering and Construction Management,4380,A01,92,999,0,86,4,CIVL
Structural Design 2,4390,A01,81,999,0,80,4,CIVL
Transportation Engineering 2,4400,A01,81,999,0,68,4,CIVL
Statistical Methods for Civil Engineers,4500,T01,46,50,0,37,4,CIVL
Solid Waste Composting and Disposal,7210,A01,15,5,0,14,3,CIVL
High Performance Building Facade for Sustainable Buildings,7350,T12,10,0,0,6,3,CIVL
Structural Health Monitoring,7350,T07,15,0,0,6,3,CIVL
Continuum Mechanics and Constitutive Modelling of Engineering Materials,7430,T05,15,0,0,8,3,CIVL
Advanced Hydraulics,7654,A01,15,0,0,10,3,CIVL
Advanced Fluid Mechanics,7656,A01,10,0,0,4,3,CIVL
Advanced Concrete Technology,7776,A01,16,0,0,16,3,CIVL
Theory of Waste Treatment,7930,A01,8,0,0,3,3,CIVL
Environmental Engineering Laboratory,7950,A01,1,0,0,1,3,CIVL
Research Methods and Communication in Civil Engineering Part A,7990,T10,20,0,0,17,1,CIVL
Introductory Computer Science 1,1010,A02,160,999,0,134,3,COMP
Introductory Computer Science 1,1010,A04,160,999,0,137,3,COMP
Introductory Computer Science 1,1010,A03,160,1998,0,130,3,COMP
Introductory Computer Science 1,1010,B04,30,0,0,28,0,COMP
Introductory Computer Science 1,1010,B11,30,0,0,26,0,COMP
Introductory Computer Science 1,1010,B02,30,0,0,25,0,COMP
Introductory Computer Science 1,1010,B14,30,0,0,23,0,COMP
Introductory Computer Science 1,1010,B06,30,0,0,27,0,COMP
Introductory Computer Science 1,1010,B12,30,0,0,26,0,COMP
Introductory Computer Science 1,1010,B08,30,0,0,27,0,COMP
Introductory Computer Science 1,1010,B13,30,0,0,26,0,COMP
Introductory Computer Science 1,1010,B10,30,0,0,26,0,COMP
Introductory Computer Science 1,1010,B15,30,0,0,17,0,COMP
Introductory Computer Science 1,1010,B01,30,0,0,22,0,COMP
Introductory Computer Science 1,1010,B03,30,0,0,25,0,COMP
Introductory Computer Science 1,1010,B17,30,0,0,24,0,COMP
Introductory Computer Science 1,1010,B05,30,0,0,21,0,COMP
Introductory Computer Science 1,1010,B07,30,0,0,22,0,COMP
Introductory Computer Science 1,1010,B09,30,0,0,28,0,COMP
Introductory Computer Science 1,1010,B16,30,0,0,8,0,COMP
Introductory Computer Science 1,1010,D01,500,999,0,64,3,COMP
Computer Programming for Scientists and Engineers,1012,A02,120,0,0,92,3,COMP
Computer Programming for Scientists and Engineers,1012,A01,132,0,0,123,3,COMP
Computer Programming for Scientists and Engineers,1012,B01,30,0,0,27,0,COMP
Computer Programming for Scientists and Engineers,1012,B02,30,0,0,19,0,COMP
Computer Programming for Scientists and Engineers,1012,B03,30,0,0,27,0,COMP
Computer Programming for Scientists and Engineers,1012,B06,30,0,0,18,0,COMP
Computer Programming for Scientists and Engineers,1012,B04,30,0,0,25,0,COMP
Computer Programming for Scientists and Engineers,1012,B05,30,0,0,25,0,COMP
Computer Programming for Scientists and Engineers,1012,B07,30,0,0,25,0,COMP
Computer Programming for Scientists and Engineers,1012,B08,30,0,0,25,0,COMP
Computer Programming for Scientists and Engineers,1012,B09,30,0,0,24,0,COMP
Introductory Computer Science 2,1020,A01,110,999,0,98,3,COMP
Introductory Computer Science 2,1020,B01,30,0,0,22,0,COMP
Introductory Computer Science 2,1020,B02,30,0,0,22,0,COMP
Introductory Computer Science 2,1020,B03,30,0,0,27,0,COMP
Introductory Computer Science 2,1020,B04,30,0,0,27,0,COMP
Introductory Computer Science 2,1020,D01,500,999,0,97,3,COMP
Computing: Ideas and Innovation,1500,A02,89,999,0,68,3,COMP
Data Structures and Algorithms,2140,A02,100,999,0,90,3,COMP
Data Structures and Algorithms,2140,A01,100,999,0,93,3,COMP
Data Structures and Algorithms,2140,B02,30,0,0,11,0,COMP
Data Structures and Algorithms,2140,B03,30,0,0,28,0,COMP
Data Structures and Algorithms,2140,B04,30,0,0,26,0,COMP
Data Structures and Algorithms,2140,B05,30,0,0,22,0,COMP
Data Structures and Algorithms,2140,B06,30,0,0,14,0,COMP
Data Structures and Algorithms,2140,B07,30,0,0,28,0,COMP
Data Structures and Algorithms,2140,B08,30,0,0,25,0,COMP
Data Structures and Algorithms,2140,B01,30,0,0,29,0,COMP
Programming Practices,2160,A02,108,999,0,97,3,COMP
Programming Practices,2160,A01,108,999,0,90,3,COMP
Programming Practices,2160,B02,26,0,0,25,0,COMP
Programming Practices,2160,B04,26,0,0,20,0,COMP
Programming Practices,2160,B03,26,0,0,23,0,COMP
Programming Practices,2160,B05,26,0,0,22,0,COMP
Programming Practices,2160,B06,26,0,0,17,0,COMP
Programming Practices,2160,B07,26,0,0,8,0,COMP
Programming Practices,2160,B08,26,0,0,24,0,COMP
